work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2025.0,AI Chip Design Analyst,Hardware Analytics,USD,195000.0,195000.0,United States,Senior,Full-time,In-person,"Santa Clara, CA",Large
2025.0,Data Scientist,Data Science,MMK,58500000.0,27900.0,Myanmar,Entry,Full-time,Remote,Yangon,Medium
2025.0,Quantum Data Analyst,Quantum Computing,USD,165000.0,165000.0,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025.0,Data Mesh Engineer,Data Architecture,GBP,78000.0,97900.0,United Kingdom,Mid,Full-time,Remote,Edinburgh,Large
2025.0,Augmented Analytics Specialist,Augmented Analytics,USD,148000.0,148000.0,United States,Mid,Full-time,In-person,"Chicago, IL",Medium
2025.0,Machine Learning Engineer,Machine Learning,AMD,485000.0,28500.0,Armenia,Mid,Full-time,Hybrid,Yerevan,Small
2025.0,Data Democratization Lead,Data Strategy,USD,175000.0,175000.0,United States,Senior,Full-time,Remote,"New York, NY",Large
2025.0,Biometric Data Scientist,Biometric Analytics,USD,158000.0,158000.0,United States,Mid,Full-time,Hybrid,"San Diego, CA",Large
2025.0,Junior Data Engineer,Data Engineering,MKD,1850000.0,32100.0,North Macedonia,Entry,Full-time,In-person,Skopje,Small
2025.0,Tensor Processing Specialist,Deep Learning,USD,185000.0,185000.0,United States,Mid,Full-time,Remote,"Mountain View, CA",Large
2025.0,Data Virtualization Engineer,Data Virtualization,USD,142000.0,142000.0,United States,Mid,Full-time,Hybrid,"Dallas, TX",Medium
2025.0,Machine Learning Engineer,Machine Learning,JOD,38500.0,54300.0,Jordan,Mid,Full-time,In-person,Amman,Medium
2025.0,Neuroinformatics Specialist,Neuroinformatics,USD,168000.0,168000.0,United States,Mid,Full-time,Remote,"San Francisco, CA",Large
2025.0,Data Science Evangelist,Data Science,AUD,118000.0,77900.0,Australia,Mid,Contract,Hybrid,Canberra,Medium
2025.0,Adversarial ML Engineer,Adversarial ML,USD,178000.0,178000.0,United States,Mid,Full-time,In-person,"Boston, MA",Large
2025.0,Senior Data Architect,Data Architecture,CHF,145000.0,172900.0,Switzerland,Senior,Full-time,Remote,Bern,Large
2025.0,Data Scientist,Data Science,LBP,185000000.0,12300.0,Lebanon,Entry,Full-time,Hybrid,Beirut,Small
2025.0,Probabilistic Programming Specialist,Probabilistic Programming,USD,195000.0,195000.0,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025.0,Junior Business Intelligence Developer,Business Intelligence,EUR,42000.0,44500.0,Slovenia,Entry,Full-time,In-person,Ljubljana,Small
2025.0,Data Lake Architect,Data Architecture,USD,165000.0,165000.0,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025.0,Affective Computing Researcher,Affective Computing,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,ALL,4850000.0,48500.0,Albania,Mid,Full-time,Remote,Tirana,Medium
2025.0,Data Lineage Engineer,Data Governance,USD,135000.0,135000.0,United States,Mid,Full-time,Hybrid,"Austin, TX",Medium
2025.0,Synthetic Biology Data Scientist,Synthetic Biology,USD,175000.0,175000.0,United States,Mid,Full-time,Remote,"San Francisco, CA",Large
2025.0,Junior Data Analyst,Data Analysis,BAM,85000.0,46200.0,Bosnia and Herzegovina,Entry,Full-time,In-person,Sarajevo,Small
2025.0,Continual Learning Engineer,Continual Learning,USD,188000.0,188000.0,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025.0,Data Mesh Product Owner,Product Management,GBP,88000.0,110500.0,United Kingdom,Mid,Full-time,Remote,Manchester,Medium
2025.0,Machine Learning Engineer,Machine Learning,MNT,1250000.0,36800.0,Mongolia,Entry,Full-time,In-person,Ulaanbaatar,Small
2025.0,Causal AI Researcher,Causal AI,USD,205000.0,205000.0,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025.0,Data Governance Analyst,Data Governance,CAD,92000.0,67800.0,Canada,Entry,Full-time,Hybrid,Calgary,Medium
2025.0,Embodied AI Engineer,Embodied AI,USD,195000.0,195000.0,United States,Senior,Full-time,In-person,"Pittsburgh, PA",Large
2025.0,Senior Data Scientist,Data Science,MDL,2850000.0,156800.0,Moldova,Senior,Full-time,Remote,Chisinau,Medium
2025.0,Data Scientist,Data Science,AFN,2850000.0,32500.0,Afghanistan,Entry,Full-time,Hybrid,Kabul,Small
2025.0,Automated ML Engineer,AutoML,USD,168000.0,168000.0,United States,Mid,Full-time,Remote,"San Jose, CA",Large
2025.0,Data Quality Engineer,Data Quality,EUR,58000.0,61500.0,Slovakia,Mid,Full-time,In-person,Bratislava,Medium
2025.0,Distributed ML Architect,Distributed ML,USD,195000.0,195000.0,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025.0,Machine Learning Engineer,Machine Learning,RSD,4850000.0,44200.0,Serbia,Mid,Full-time,Remote,Belgrade,Medium
2025.0,Data Science Product Manager,Product Management,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025.0,Junior Analytics Consultant,Analytics,EUR,38000.0,40300.0,Malta,Entry,Part-time,Remote,Valletta,Small
2025.0,Federated Analytics Engineer,Federated Analytics,USD,175000.0,175000.0,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025.0,Data Scientist,Data Science,CYP,48500.0,48500.0,Cyprus,Entry,Full-time,In-person,Nicosia,Small
2025.0,Multi-Agent Systems Engineer,Multi-Agent Systems,USD,188000.0,188000.0,United States,Mid,Full-time,Remote,"Seattle, WA",Large
2025.0,Senior Data Engineer,Data Engineering,LUX,85000.0,85000.0,Luxembourg,Senior,Full-time,Hybrid,Luxembourg City,Medium
2025.0,Evolutionary Computation Specialist,Evolutionary Computing,USD,178000.0,178000.0,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025.0,Photonic Computing Data Scientist,Photonic Computing,USD,235000.0,235000.0,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025.0,Data Scientist,Data Science,ETB,125000.0,24800.0,Ethiopia,Entry,Full-time,Remote,Addis Ababa,Medium
2025.0,DNA Storage Engineer,DNA Computing,USD,205000.0,205000.0,United States,Senior,Full-time,Hybrid,"Boston, MA",Large
2025.0,Holographic Data Analyst,Holographic Computing,EUR,95000.0,100700.0,Netherlands,Mid,Full-time,Remote,Eindhoven,Large
2025.0,Junior Data Scientist,Data Science,GHS,185000.0,30200.0,Ghana,Entry,Full-time,In-person,Accra,Small
2025.0,Molecular ML Engineer,Molecular Computing,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025.0,Data Mesh Evangelist,Data Architecture,USD,165000.0,165000.0,United States,Mid,Full-time,Remote,"Austin, TX",Medium
2025.0,Machine Learning Engineer,Machine Learning,UZS,1850000000.0,148500.0,Uzbekistan,Senior,Full-time,In-person,Tashkent,Large
2025.0,Spatial Computing Data Scientist,Spatial Computing,USD,185000.0,185000.0,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025.0,Data Science Philosopher,AI Philosophy,CAD,95000.0,70000.0,Canada,Mid,Part-time,Remote,Montreal,Small
2025.0,Optical Neural Network Engineer,Optical Computing,USD,215000.0,215000.0,United States,Senior,Full-time,In-person,"Palo Alto, CA",Large
2025.0,Senior Data Analyst,Data Analysis,TND,85000.0,27100.0,Tunisia,Senior,Full-time,Hybrid,Tunis,Medium
2025.0,Data Scientist,Data Science,KES,3850000.0,29800.0,Kenya,Entry,Full-time,Remote,Nairobi,Medium
2025.0,Memristive Computing Specialist,Memristive Computing,USD,225000.0,225000.0,United States,Senior,Full-time,Remote,"San Jose, CA",Large
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,48000.0,50900.0,Luxembourg,Entry,Full-time,In-person,Luxembourg City,Medium
2025.0,Topological Data Analyst,Topological Data Analysis,USD,175000.0,175000.0,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025.0,Biocomputing Data Engineer,Biocomputing,USD,188000.0,188000.0,United States,Mid,Full-time,In-person,"San Diego, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,TZS,85000000.0,33500.0,Tanzania,Mid,Full-time,Remote,Dar es Salaam,Medium
2025.0,Liquid Neural Network Engineer,Liquid Neural Networks,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025.0,Data Sovereignty Specialist,Data Governance,AUD,125000.0,82500.0,Australia,Mid,Full-time,Remote,Canberra,Medium
2025.0,Analog Computing Researcher,Analog Computing,USD,205000.0,205000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Senior Data Scientist,Data Science,MAD,485000.0,48500.0,Morocco,Senior,Full-time,Hybrid,Casablanca,Medium
2025.0,Data Scientist,Data Science,UGX,125000000.0,33800.0,Uganda,Entry,Full-time,In-person,Kampala,Small
2025.0,Spintronics Data Analyst,Spintronics,USD,185000.0,185000.0,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025.0,Junior Data Engineer,Data Engineering,EUR,45000.0,47700.0,Cyprus,Entry,Full-time,Hybrid,Limassol,Small
2025.0,Reversible Computing Engineer,Reversible Computing,USD,215000.0,215000.0,United States,Senior,Full-time,In-person,"Mountain View, CA",Large
2025.0,Data Mesh Architect,Data Architecture,GBP,95000.0,119200.0,United Kingdom,Senior,Full-time,Remote,Cambridge,Large
2025.0,Machine Learning Engineer,Machine Learning,ZMW,485000.0,18500.0,Zambia,Entry,Full-time,In-person,Lusaka,Small
2025.0,Adiabatic Computing Specialist,Adiabatic Computing,USD,225000.0,225000.0,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025.0,Data Science Ethicist,AI Ethics,CAD,108000.0,79600.0,Canada,Mid,Contract,Remote,Vancouver,Medium
2025.0,Superconducting ML Engineer,Superconducting Computing,USD,235000.0,235000.0,United States,Senior,Full-time,In-person,"Boston, MA",Large
2025.0,Senior Data Architect,Data Architecture,CHF,155000.0,184900.0,Switzerland,Senior,Full-time,Hybrid,Zurich,Large
2025.0,Data Scientist,Data Science,RWF,38500000.0,28500.0,Rwanda,Entry,Full-time,Remote,Kigali,Small
2025.0,Plasmonics Data Researcher,Plasmonics,USD,195000.0,195000.0,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,42000.0,44500.0,Malta,Entry,Part-time,In-person,Valletta,Small
2025.0,Metamaterial Computing Engineer,Metamaterial Computing,USD,205000.0,205000.0,United States,Mid,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Data Lineage Architect,Data Governance,USD,165000.0,165000.0,United States,Senior,Full-time,In-person,"Chicago, IL",Large
2025.0,Machine Learning Engineer,Machine Learning,BWP,485000.0,35800.0,Botswana,Mid,Full-time,Remote,Gaborone,Medium
2025.0,Crystalline Computing Specialist,Crystalline Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Hybrid,"Palo Alto, CA",Large
2025.0,Data Democratization Engineer,Data Strategy,AUD,115000.0,75900.0,Australia,Mid,Full-time,Remote,Darwin,Medium
2025.0,Biomolecular Data Scientist,Biomolecular Computing,USD,185000.0,185000.0,United States,Mid,Full-time,In-person,"San Diego, CA",Large
2025.0,Senior Data Analyst,Data Analysis,NAD,485000.0,26800.0,Namibia,Senior,Full-time,Hybrid,Windhoek,Small
2025.0,Data Scientist,Data Science,SZL,485000.0,26800.0,Eswatini,Entry,Full-time,In-person,Mbabane,Small
2025.0,Phononic Computing Engineer,Phononic Computing,USD,205000.0,205000.0,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025.0,Junior Data Scientist,Data Science,EUR,52000.0,55100.0,Monaco,Entry,Full-time,Hybrid,Monaco,Medium
2025.0,Valleytronics Data Analyst,Valleytronics,USD,195000.0,195000.0,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025.0,Data Fabric Engineer,Data Architecture,CAD,125000.0,92100.0,Canada,Mid,Full-time,Remote,Halifax,Medium
2025.0,Machine Learning Engineer,Machine Learning,LSL,485000.0,26800.0,Lesotho,Entry,Full-time,Hybrid,Maseru,Small
2025.0,Exascale Computing Data Scientist,Exascale Computing,USD,245000.0,245000.0,United States,Senior,Full-time,In-person,"Oak Ridge, TN",Large
2025.0,Data Mesh Product Manager,Product Management,GBP,98000.0,123000.0,United Kingdom,Senior,Full-time,Remote,London,Large
2025.0,Quantum Dot Computing Engineer,Quantum Dot Computing,USD,225000.0,225000.0,United States,Senior,Full-time,In-person,"San Jose, CA",Large
2025.0,Data Scientist,Data Science,MGA,185000.0,41200.0,Madagascar,Entry,Full-time,Remote,Antananarivo,Medium
2025.0,Bioelectronics Data Analyst,Bioelectronics,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025.0,Atmospheric Data Engineer,Climate Computing,EUR,78000.0,82700.0,Norway,Mid,Full-time,Remote,Bergen,Medium
2025.0,Junior Data Scientist,Data Science,MUR,1850000.0,41500.0,Mauritius,Entry,Full-time,In-person,Port Louis,Small
2025.0,Magnetoresistive ML Engineer,Magnetoresistive Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025.0,Data Mesh Consultant,Data Architecture,USD,175000.0,175000.0,United States,Senior,Contract,Remote,"Denver, CO",Medium
2025.0,Machine Learning Engineer,Machine Learning,SCR,485000.0,35800.0,Seychelles,Mid,Full-time,In-person,Victoria,Small
2025.0,Piezoelectric Computing Specialist,Piezoelectric Computing,USD,205000.0,205000.0,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025.0,Data Science Futurist,Future Studies,CAD,118000.0,87000.0,Canada,Mid,Part-time,Remote,Toronto,Small
2025.0,Ferroelectric Data Researcher,Ferroelectric Computing,USD,195000.0,195000.0,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025.0,Senior Data Analyst,Data Analysis,DJF,8500000.0,47800.0,Djibouti,Senior,Full-time,Hybrid,Djibouti City,Medium
2025.0,Data Scientist,Data Science,KMF,1850000.0,39500.0,Comoros,Entry,Full-time,Remote,Moroni,Small
2025.0,Thermoelectric Computing Engineer,Thermoelectric Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,52000.0,55100.0,Andorra,Entry,Full-time,In-person,Andorra la Vella,Small
2025.0,Multiferroic Data Analyst,Multiferroic Computing,USD,185000.0,185000.0,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025.0,Ocean Data Engineer,Marine Analytics,USD,125000.0,125000.0,United States,Mid,Full-time,In-person,"Woods Hole, MA",Medium
2025.0,Machine Learning Engineer,Machine Learning,SOS,485000.0,48500.0,Somalia,Mid,Full-time,Remote,Mogadishu,Medium
2025.0,Skyrmion Computing Specialist,Skyrmion Computing,USD,225000.0,225000.0,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Data Sovereignty Architect,Data Governance,AUD,135000.0,89100.0,Australia,Senior,Full-time,Remote,Alice Springs,Medium
2025.0,Antiferromagnetic ML Engineer,Antiferromagnetic Computing,USD,205000.0,205000.0,United States,Mid,Full-time,In-person,"Austin, TX",Large
2025.0,Senior Data Scientist,Data Science,ERN,485000.0,32500.0,Eritrea,Senior,Full-time,Hybrid,Asmara,Small
2025.0,Data Scientist,Data Science,SLL,48500000.0,23500.0,Sierra Leone,Entry,Full-time,In-person,Freetown,Small
2025.0,Magnetocaloric Computing Researcher,Magnetocaloric Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Remote,"Boston, MA",Large
2025.0,Junior Data Engineer,Data Engineering,EUR,48000.0,50900.0,San Marino,Entry,Full-time,Hybrid,San Marino,Small
2025.0,Electrochromic Data Analyst,Electrochromic Computing,USD,185000.0,185000.0,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025.0,Space Data Architect,Space Analytics,USD,195000.0,195000.0,United States,Senior,Full-time,Hybrid,"Houston, TX",Large
2025.0,Machine Learning Engineer,Machine Learning,LRD,18500000.0,98500.0,Liberia,Senior,Full-time,Remote,Monrovia,Medium
2025.0,Magnetoelectric Computing Engineer,Magnetoelectric Computing,USD,225000.0,225000.0,United States,Senior,Full-time,In-person,"Palo Alto, CA",Large
2025.0,Data Science Anthropologist,Data Anthropology,CAD,95000.0,70000.0,Canada,Mid,Contract,Remote,Ottawa,Small
2025.0,Flexoelectric Data Researcher,Flexoelectric Computing,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025.0,Senior Data Architect,Data Architecture,CHF,165000.0,196800.0,Switzerland,Senior,Full-time,Remote,Lausanne,Large
2025.0,Data Scientist,Data Science,GNF,385000000.0,44500.0,Guinea,Entry,Full-time,In-person,Conakry,Medium
2025.0,Magnetostrictive ML Engineer,Magnetostrictive Computing,USD,205000.0,205000.0,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,45000.0,47700.0,Vatican City,Entry,Part-time,In-person,Vatican City,Small
2025.0,Piezomagnetic Computing Specialist,Piezomagnetic Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Hybrid,"San Jose, CA",Large
2025.0,Quantum Sensing Data Engineer,Quantum Sensing,USD,185000.0,185000.0,United States,Mid,Full-time,In-person,"Boulder, CO",Large
2025.0,Machine Learning Engineer,Machine Learning,GMD,485000.0,48500.0,Gambia,Mid,Full-time,Remote,Banjul,Small
2025.0,Magnetoplasmonics Researcher,Magnetoplasmonics,USD,225000.0,225000.0,United States,Senior,Full-time,Hybrid,"Cambridge, MA",Large
2025.0,Data Democratization Specialist,Data Strategy,AUD,125000.0,82500.0,Australia,Mid,Full-time,Remote,Hobart,Medium
2025.0,Electroelastic Data Analyst,Electroelastic Computing,USD,185000.0,185000.0,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025.0,Senior Data Scientist,Data Science,GWP,485000.0,48500.0,Guinea-Bissau,Senior,Full-time,Hybrid,Bissau,Small
2025.0,Data Scientist,Data Science,CVE,4850000.0,48500.0,Cape Verde,Entry,Full-time,Remote,Praia,Small
2025.0,Magnetooptic Computing Engineer,Magnetooptic Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025.0,Junior Data Scientist,Data Science,EUR,55000.0,58300.0,Liechtenstein,Entry,Full-time,In-person,Vaduz,Small
2025.0,Electrocaloric Data Researcher,Electrocaloric Computing,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025.0,Asteroid Mining Data Analyst,Space Mining Analytics,USD,205000.0,205000.0,United States,Mid,Full-time,Remote,"Los Angeles, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,STP,12500000.0,568000.0,São Tomé and Príncipe,Senior,Full-time,In-person,São Tomé,Medium
2025.0,Magnetoelastic Computing Specialist,Magnetoelastic Computing,USD,225000.0,225000.0,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Data Science Sociologist,Data Sociology,CAD,88000.0,64900.0,Canada,Mid,Part-time,Remote,Winnipeg,Small
2025.0,Piezophototronics Engineer,Piezophototronics,USD,235000.0,235000.0,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025.0,Lunar Data Architect,Lunar Analytics,USD,215000.0,215000.0,United States,Senior,Full-time,Hybrid,"Houston, TX",Large
2025.0,Machine Learning Engineer,Machine Learning,WST,485000.0,485000.0,Samoa,Mid,Full-time,Remote,Apia,Small
2025.0,Magnetothermal Data Analyst,Magnetothermal Computing,USD,185000.0,185000.0,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025.0,Data Fabric Consultant,Data Architecture,GBP,105000.0,131800.0,United Kingdom,Senior,Contract,Remote,Belfast,Medium
2025.0,Machine Learning Engineer,Machine Learning,TOP,485000.0,207500.0,Tonga,Senior,Full-time,Hybrid,Nuku'alofa,Small
2025.0,Magnetoacoustic Computing Engineer,Magnetoacoustic Computing,USD,215000.0,215000.0,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025.0,Junior Data Analyst,Data Analysis,EUR,42000.0,44500.0,Monaco,Entry,Full-time,In-person,Monte Carlo,Small
2025.0,Electrostriction Data Researcher,Electrostriction Computing,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025.0,Martian Data Scientist,Planetary Analytics,USD,255000.0,255000.0,United States,Senior,Full-time,Remote,"Pasadena, CA",Large
2025.0,Galactic Data Architect,Galactic Analytics,USD,275000.0,275000.0,United States,Senior,Full-time,Remote,"Pasadena, CA",Large
2025.0,Data Scientist,Data Science,VUV,4850000.0,43200.0,Vanuatu,Entry,Full-time,In-person,Port Vila,Small
2025.0,Metamagnetic Computing Engineer,Metamagnetic Computing,USD,245000.0,245000.0,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025.0,Tidal Data Analyst,Marine Analytics,EUR,68000.0,72100.0,France,Mid,Full-time,Remote,Brest,Medium
2025.0,Junior Data Scientist,Data Science,FJD,95000.0,42500.0,Fiji,Entry,Full-time,In-person,Suva,Small
2025.0,Magnetohydrodynamic ML Engineer,MHD Computing,USD,235000.0,235000.0,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025.0,Data Mesh Philosopher,Data Philosophy,USD,145000.0,145000.0,United States,Mid,Contract,Remote,"Berkeley, CA",Small
2025.0,Machine Learning Engineer,Machine Learning,PGK,485000.0,135800.0,Papua New Guinea,Senior,Full-time,Remote,Port Moresby,Medium
2025.0,Plasma Computing Specialist,Plasma Computing,USD,225000.0,225000.0,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025.0,Data Science Archaeologist,Data Archaeology,CAD,105000.0,77400.0,Canada,Mid,Part-time,Remote,Quebec City,Small
2025.0,Magnetorotational Data Researcher,Magnetorotational Computing,USD,215000.0,215000.0,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025.0,Senior Data Analyst,Data Analysis,SBD,385000.0,46200.0,Solomon Islands,Senior,Full-time,Hybrid,Honiara,Small
2025.0,Data Scientist,Data Science,TVD,485000.0,185000.0,Tuvalu,Entry,Full-time,Remote,Funafuti,Small
2025.0,Magnetospheric Computing Engineer,Magnetospheric Computing,USD,255000.0,255000.0,United States,Senior,Full-time,Remote,"Boulder, CO",Large
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,58000.0,61500.0,Monaco,Entry,Full-time,In-person,Monaco-Ville,Small
2025.0,Helioseismic Data Analyst,Solar Analytics,USD,195000.0,195000.0,United States,Mid,Full-time,Hybrid,"Pasadena, CA",Large
2025.0,Deep Ocean Data Engineer,Oceanic Analytics,USD,155000.0,155000.0,United States,Mid,Full-time,In-person,"Monterey, CA",Medium
2025.0,Machine Learning Engineer,Machine Learning,KID,1850.0,1850.0,Kiribati,Mid,Full-time,Remote,Tarawa,Small
2025.0,Magnetotail Computing Specialist,Magnetotail Computing,USD,235000.0,235000.0,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025.0,Data Sovereignty Philosopher,Data Philosophy,AUD,115000.0,75900.0,Australia,Mid,Contract,Remote,Perth,Small
2025.0,Coronal Mass Ejection Analyst,Space Weather Analytics,USD,185000.0,185000.0,United States,Mid,Full-time,In-person,"Boulder, CO",Large
2025.0,Senior Data Scientist,Data Science,NRU,18500.0,18500.0,Nauru,Senior,Full-time,Hybrid,Yaren,Small
2025.0,Data Scientist,Data Science,MHL,485000.0,485000.0,Marshall Islands,Entry,Full-time,In-person,Majuro,Small
2025.0,Magnetopause Data Researcher,Magnetopause Computing,USD,225000.0,225000.0,United States,Senior,Full-time,Remote,"Cambridge, MA",Large
2025.0,Junior Data Engineer,Data Engineering,EUR,52000.0,55100.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Solar Wind Computing Engineer,Solar Wind Analytics,USD,215000.0,215000.0,United States,Mid,Full-time,In-person,"Pasadena, CA",Large
2025.0,Exoplanet Data Architect,Exoplanet Analytics,USD,245000.0,245000.0,United States,Senior,Full-time,Hybrid,"Mountain View, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,PWK,485000.0,485000.0,Palau,Senior,Full-time,Remote,Ngerulmud,Small
2025.0,Magnetosheath Data Analyst,Magnetosheath Computing,USD,205000.0,205000.0,United States,Mid,Full-time,Hybrid,"Austin, TX",Large
2025.0,Data Science Linguist,Data Linguistics,CAD,92000.0,67800.0,Canada,Mid,Part-time,Remote,Montreal,Small
2025.0,Interstellar Medium Researcher,Interstellar Analytics,USD,235000.0,235000.0,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025.0,Senior Data Architect,Data Architecture,CHF,175000.0,208700.0,Switzerland,Senior,Full-time,Remote,Geneva,Large
2025.0,Data Scientist,Data Science,FSM,485000.0,485000.0,Micronesia,Entry,Full-time,In-person,Palikir,Small
2025.0,Junior Business Analyst,Business Intelligence,EUR,48000.0,50900.0,San Marino,Entry,Part-time,In-person,San Marino,Small
2025.0,Dark Matter Computing Specialist,Dark Matter Analytics,USD,265000.0,265000.0,United States,Senior,Full-time,Hybrid,Geneva,Large
2025.0,Quantum Vacuum Data Analyst,Quantum Vacuum Computing,USD,225000.0,225000.0,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,CKD,485000.0,485000.0,Cook Islands,Mid,Full-time,Remote,Avarua,Small
2025.0,Gravitational Wave Data Scientist,Gravitational Wave Analytics,USD,215000.0,215000.0,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025.0,Data Democratization Philosopher,Data Philosophy,AUD,108000.0,71300.0,Australia,Mid,Contract,Remote,Melbourne,Small
2025.0,Neutrino Data Researcher,Neutrino Analytics,USD,205000.0,205000.0,United States,Mid,Full-time,In-person,"Batavia, IL",Large
2025.0,Senior Data Scientist,Data Science,NIO,485000.0,485000.0,Niue,Senior,Full-time,Hybrid,Alofi,Small
2025.0,Data Scientist,Data Science,TKL,485000.0,485000.0,Tokelau,Entry,Full-time,Remote,Atafu,Small
2025.0,Higgs Boson Computing Engineer,Particle Physics Computing,USD,255000.0,255000.0,United States,Senior,Full-time,Remote,Geneva,Large
2025.0,Junior Data Scientist,Data Science,EUR,62000.0,65700.0,Liechtenstein,Entry,Full-time,In-person,Vaduz,Small
2025.0,Antimatter Data Analyst,Antimatter Computing,USD,245000.0,245000.0,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025.0,Multiverse Data Architect,Multiverse Analytics,USD,285000.0,285000.0,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025.0,Machine Learning Engineer,Machine Learning,ANG,485000.0,485000.0,Anguilla,Senior,Full-time,In-person,The Valley,Small
2025.0,String Theory Data Engineer,String Theory Computing,USD,275000.0,275000.0,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025.0,Data Science Metaphysicist,Data Metaphysics,CAD,125000.0,92100.0,Canada,Senior,Part-time,Remote,Vancouver,Small
2025.0,Wormhole Computing Specialist,Wormhole Analytics,USD,295000.0,295000.0,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025.0,Parallel Universe Data Analyst,Parallel Universe Computing,USD,265000.0,265000.0,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025.0,Machine Learning Engineer,Machine Learning,MSR,485000.0,485000.0,Montserrat,Mid,Full-time,Remote,Plymouth,Small
2025.0,Quantum Entanglement Engineer,Quantum Entanglement,USD,235000.0,235000.0,United States,Senior,Full-time,Remote,"Austin, TX",Large
2025.0,Data Fabric Philosopher,Data Philosophy,GBP,88000.0,110500.0,United Kingdom,Mid,Contract,Remote,Oxford,Small
2025.0,Machine Learning Engineer,Machine Learning,BMD,485000.0,485000.0,Bermuda,Senior,Full-time,Hybrid,Hamilton,Small
